name,year,rne
Vermont,2007,0.00446
Vermont,2008,0.00372
Vermont,2009,0.00356
Vermont,2010,0.00372
Vermont,2011,0.00403
Vermont,2012,0.00453
Vermont,2013,0.0039
Vermont,2014,0.00396
Vermont,2015,0.00359
Vermont,2016,0.00396
Vermont,2017,0.00384
Vermont,2018,0.00356
Vermont,2019,0.00344
Vermont,2020,0.00405
Virginia,1998,0.00265
Virginia,1999,0.00236
Virginia,2000,0.00183
Virginia,2001,0.00186
Virginia,2002,0.00205
Virginia,2003,0.00245
Virginia,2004,0.00254
Virginia,2005,0.00252
Virginia,2006,0.00263
Virginia,2007,0.00248
Virginia,2008,0.00241
Virginia,2009,0.0023
Virginia,2010,0.00237
Virginia,2011,0.00237
Virginia,2012,0.00215
Virginia,2013,0.00214
Virginia,2014,0.00224
Virginia,2015,0.00239
Virginia,2016,0.00212
Virginia,2017,0.00214
Virginia,2018,0.00181
Virginia,2019,0.00202
Virginia,2020,0.00234
Washington,1998,0.00281
Washington,1999,0.00295
Washington,2000,0.0026
Washington,2001,0.00303
Washington,2002,0.00267
Washington,2003,0.00296
Washington,2004,0.00325
Washington,2005,0.00336
Washington,2006,0.00312
Washington,2007,0.0024
Washington,2008,0.00254
Washington,2009,0.00246
Washington,2010,0.0025
Washington,2011,0.00237
Washington,2012,0.00258
Washington,2013,0.00234
Washington,2014,0.0024
Washington,2015,0.00238
Washington,2016,0.00269
Washington,2017,0.00315
Washington,2018,0.00298
Washington,2019,0.00321
Washington,2020,0.00268
West Virginia,1998,0.00185
West Virginia,1999,0.0018
West Virginia,2000,0.00213
West Virginia,2001,0.00166
West Virginia,2002,0.00154
West Virginia,2003,0.00171
West Virginia,2004,0.00199
West Virginia,2005,0.00205
West Virginia,2006,0.00195
West Virginia,2007,0.00156
West Virginia,2008,0.00151
West Virginia,2009,0.00187
West Virginia,2010,0.0022
West Virginia,2011,0.00221
West Virginia,2012,0.00176
West Virginia,2013,0.00212
West Virginia,2014,0.00198
West Virginia,2015,0.0021
West Virginia,2016,0.0021
West Virginia,2017,0.00251
West Virginia,2018,0.00209
West Virginia,2019,0.00179
West Virginia,2020,0.00164
Wisconsin,1998,0.0023
Wisconsin,1999,0.00213
Wisconsin,2000,0.00277
Wisconsin,2001,0.00277
Wisconsin,2002,0.0032
Wisconsin,2003,0.00272
Wisconsin,2004,0.0028
Wisconsin,2005,0.00296
Wisconsin,2006,0.00299
Wisconsin,2007,0.00295
Wisconsin,2008,0.00241
Wisconsin,2009,0.00252
Wisconsin,2010,0.00217
Wisconsin,2011,0.00237
Wisconsin,2012,0.00198
Wisconsin,2013,0.00195
Wisconsin,2014,0.00166
Wisconsin,2015,0.00191
Wisconsin,2016,0.00209
Wisconsin,2017,0.00258
Wisconsin,2018,0.00245
Wisconsin,2019,0.00225
Wisconsin,2020,0.00215
Wyoming,1998,0.00368
Wyoming,1999,0.00424
Wyoming,2000,0.00459
Wyoming,2001,0.00423
Wyoming,2002,0.00354
Wyoming,2003,0.0034
Wyoming,2004,0.00378
Wyoming,2005,0.0043
Wyoming,2006,0.00398
Wyoming,2007,0.00396
Wyoming,2008,0.00338
Wyoming,2009,0.00345
Wyoming,2010,0.00276
Wyoming,2011,0.00254
Wyoming,2012,0.00224
Wyoming,2013,0.00275
Wyoming,2014,0.00317
Wyoming,2015,0.00386
Wyoming,2016,0.00453
Wyoming,2017,0.00471
Wyoming,2018,0.00445
Wyoming,2019,0.00393
Wyoming,2020,0.00405
United States,1998,0.002865471
United States,1999,0.002689452
United States,2000,0.002713487
United States,2001,0.00267818
United States,2002,0.002780781
United States,2003,0.003017641
United States,2004,0.003011646
United States,2005,0.002844364
United States,2006,0.002979827
United States,2007,0.002999092
United States,2008,0.003184845
United States,2009,0.003358031
United States,2010,0.003362002
United States,2011,0.003198963
United States,2012,0.00301068
United States,2013,0.002767422
United States,2014,0.003089607
United States,2015,0.003337513
United States,2016,0.003068726
United States,2017,0.003310751
United States,2018,0.003205187
United States,2019,0.003063321
United States,2020,0.00384684
United States,1998,0.002564274
United States,1999,0.002560517
United States,2000,0.002239696
United States,2001,0.002259293
United States,2002,0.002372059
United States,2003,0.002347856
United States,2004,0.002501643
United States,2005,0.002663461
United States,2006,0.002369466
United States,2007,0.002395592
United States,2008,0.002634954
United States,2009,0.002436174
United States,2010,0.00255057
United States,2011,0.002734169
United States,2012,0.002295868
United States,2013,0.001824836
United States,2014,0.002208512
United States,2015,0.002406699
United States,2016,0.002163318
United States,2017,0.002441344
United States,2018,0.002304979
United States,2019,0.002398919
United States,2020,0.002848514
United States,1998,0.003054232
United States,1999,0.002721677
United States,2000,0.0027482
United States,2001,0.002702485
United States,2002,0.002886045
United States,2003,0.003551378
United States,2004,0.003111824
United States,2005,0.002991753
United States,2006,0.002999628
United States,2007,0.003330009
United States,2008,0.003390268
United States,2009,0.003962337
United States,2010,0.003988054
United States,2011,0.003275698
United States,2012,0.003405264
United States,2013,0.003116507
United States,2014,0.003342699
United States,2015,0.004046896
United States,2016,0.003507601
United States,2017,0.003538529
United States,2018,0.00361444
United States,2019,0.003271294
United States,2020,0.004098328
United States,1998,0.002842784
United States,1999,0.002757472
United States,2000,0.002992332
United States,2001,0.002967448
United States,2002,0.003108807
United States,2003,0.003119165
United States,2004,0.003145572
United States,2005,0.00261463
United States,2006,0.003495797
United States,2007,0.003453813
United States,2008,0.003456684
United States,2009,0.003608124
United States,2010,0.003526562
United States,2011,0.003739091
United States,2012,0.003373103
United States,2013,0.003587395
United States,2014,0.003619658
United States,2015,0.00374613
United States,2016,0.003613486
United States,2017,0.00391651
United States,2018,0.003769306
United States,2019,0.003591083
United States,2020,0.004939332
United States,1998,0.003304405
United States,1999,0.002840889
United States,2000,0.003352259
United States,2001,0.003160862
United States,2002,0.003010928
United States,2003,0.003470211
United States,2004,0.003723378
United States,2005,0.003309402
United States,2006,0.003424039
United States,2007,0.003100098
United States,2008,0.003576623
United States,2009,0.003963272
United States,2010,0.003872515
United States,2011,0.003276546
United States,2012,0.003374837
United States,2013,0.003050345
United States,2014,0.003697391
United States,2015,0.003707928
United States,2016,0.003518526
United States,2017,0.003846458
United States,2018,0.003666832
United States,2019,0.003392993
United States,2020,0.004130007
United States,1998,0.003285843
United States,1999,0.002934469
United States,2000,0.003454566
United States,2001,0.003100179
United States,2002,0.003456911
United States,2003,0.004376595
United States,2004,0.003922242
United States,2005,0.003532775
United States,2006,0.003776422
United States,2007,0.004247363
United States,2008,0.004596409
United States,2009,0.004930437
United States,2010,0.00594172
United States,2011,0.005664986
United States,2012,0.005217868
United States,2013,0.004811745
United States,2014,0.004829775
United States,2015,0.004953207
United States,2016,0.005640579
United States,2017,0.006060362
United States,2018,0.005964964
United States,2019,0.004414475
United States,2020,0.005876459
United States,1998,0.002994474
United States,1999,0.002863308
United States,2000,0.002907056
United States,2001,0.002573752
United States,2002,0.002855025
United States,2003,0.003105569
United States,2004,0.002870319
United States,2005,0.00278252
United States,2006,0.00291954
United States,2007,0.003039462
United States,2008,0.003484468
United States,2009,0.003770633
United States,2010,0.003360018
United States,2011,0.003337694
United States,2012,0.003384398
United States,2013,0.002790141
United States,2014,0.003418241
United States,2015,0.003466364
United States,2016,0.003170067
United States,2017,0.003694698
United States,2018,0.003742652
United States,2019,0.003443358
United States,2020,0.004241485
United States,1998,0.003000634
United States,1999,0.002870359
United States,2000,0.00279188
United States,2001,0.002678237
United States,2002,0.002678262
United States,2003,0.003157983
United States,2004,0.002971924
United States,2005,0.003096463
United States,2006,0.003272463
United States,2007,0.002825074
United States,2008,0.002984131
United States,2009,0.002972722
United States,2010,0.003096467
United States,2011,0.003078336
United States,2012,0.002825917
United States,2013,0.002739423
United States,2014,0.002651438
United States,2015,0.003336585
United States,2016,0.003120736
United States,2017,0.003149201
United States,2018,0.002911199
United States,2019,0.002871918
United States,2020,0.004253534
United States,1998,0.002930985
United States,1999,0.002581602
United States,2000,0.002562262
United States,2001,0.003123947
United States,2002,0.003085761
United States,2003,0.002938459
United States,2004,0.003291192
United States,2005,0.002858014
United States,2006,0.002989368
United States,2007,0.003250483
United States,2008,0.003017785
United States,2009,0.0033984
United States,2010,0.003322236
United States,2011,0.002924151
United States,2012,0.002808026
United States,2013,0.002756292
United States,2014,0.003203552
United States,2015,0.003331158
United States,2016,0.002787247
United States,2017,0.003013909
United States,2018,0.002850687
United States,2019,0.003049065
United States,2020,0.003550651
United States,1998,0.002826491
United States,1999,0.002610923
United States,2000,0.002635001
United States,2001,0.002607138
United States,2002,0.002648324
United States,2003,0.002887132
United States,2004,0.002816941
United States,2005,0.002758379
United States,2006,0.002820913
United States,2007,0.002689242
United States,2008,0.002799286
United States,2009,0.00302236
United States,2010,0.002825871
United States,2011,0.002749247
United States,2012,0.002630015
United States,2013,0.002461925
United States,2014,0.002654461
United States,2015,0.002923337
United States,2016,0.002623144
United States,2017,0.002835851
United States,2018,0.002745725
United States,2019,0.00277907
United States,2020,0.003411506
United States,1998,0.003138583
United States,1999,0.003232739
United States,2000,0.003222197
United States,2001,0.003124386
United States,2002,0.003606266
United States,2003,0.003757913
United States,2004,0.004104212
United States,2005,0.003322632
United States,2006,0.00384208
United States,2007,0.004632767
United States,2008,0.005213087
United States,2009,0.005139601
United States,2010,0.006154036
United States,2011,0.005524663
United States,2012,0.004924068
United States,2013,0.004292076
United States,2014,0.005240382
United States,2015,0.005330513
United States,2016,0.005165715
United States,2017,0.005550375
United States,2018,0.005298452
United States,2019,0.004380216
United States,2020,0.005904163
United States,1998,0.003076927
United States,1999,0.002775099
United States,2000,0.002780268
United States,2001,0.002726791
United States,2002,0.002827782
United States,2003,0.002950827
United States,2004,0.00311087
United States,2005,0.002895536
United States,2006,0.002950207
United States,2007,0.002953042
United States,2008,0.003059967
United States,2009,0.003250819
United States,2010,0.003058376
United States,2011,0.002935824
United States,2012,0.002928806
United States,2013,0.002664785
United States,2014,0.002896923
United States,2015,0.003247674
United States,2016,0.002756101
United States,2017,0.002968326
United States,2018,0.00286252
United States,2019,0.002932529
United States,2020,0.003553505
United States,1998,0.001830815
United States,1999,0.002062255
United States,2000,0.002320482
United States,2001,0.002128528
United States,2002,0.00236529
United States,2003,0.002290348
United States,2004,0.002156643
United States,2005,0.002344395
United States,2006,0.002379901
United States,2007,0.002197112
United States,2008,0.002187514
United States,2009,0.00265359
United States,2010,0.002359321
United States,2011,0.002329175
United States,2012,0.002078817
United States,2013,0.001905668
United States,2014,0.002210548
United States,2015,0.002299714
United States,2016,0.002195079
United States,2017,0.003027696
United States,2018,0.002411711
United States,2019,0.002368522
United States,2020,0.003825576
United States,1998,0.002652032
United States,1999,0.003101211
United States,2000,0.002882029
United States,2001,0.002859738
United States,2002,0.002961097
United States,2003,0.003972709
United States,2004,0.003357544
United States,2005,0.003072571
United States,2006,0.003421935
United States,2007,0.004019008
United States,2008,0.004591212
United States,2009,0.004570197
United States,2010,0.005612589
United States,2011,0.005152934
United States,2012,0.004041357
United States,2013,0.003841994
United States,2014,0.004599595
United States,2015,0.004597224
United States,2016,0.004794259
United States,2017,0.005007906
United States,2018,0.005061177
United States,2019,0.004369846
United States,2020,0.005214711
United States,1998,0.002549795
United States,1999,0.002398319
United States,2000,0.00222562
United States,2001,0.002959813
United States,2002,0.002561671
United States,2003,0.002927321
United States,2004,0.002821686
United States,2005,0.002566365
United States,2006,0.003138883
United States,2007,0.003273887
United States,2008,0.003354144
United States,2009,0.003092382
United States,2010,0.003745118
United States,2011,0.003163032
United States,2012,0.003130955
United States,2013,0.002785103
United States,2014,0.003338784
United States,2015,0.002874938
United States,2016,0.00343932
United States,2017,0.003146302
United States,2018,0.003315472
United States,2019,0.003016658
United States,2020,0.003546341
United States,1998,0.003249414
United States,1999,0.00319171
United States,2000,0.003405046
United States,2001,0.003133253
United States,2002,0.003453962
United States,2003,0.003838904
United States,2004,0.003726046
United States,2005,0.00345222
United States,2006,0.003616887
United States,2007,0.004027049
United States,2008,0.00418157
United States,2009,0.004334438
United States,2010,0.00438569
United States,2011,0.004161286
United States,2012,0.003792725
United States,2013,0.00341172
United States,2014,0.004090886
United States,2015,0.004159423
United States,2016,0.003891328
United States,2017,0.004005929
United States,2018,0.004059567
United States,2019,0.003843819
United States,2020,0.004757244
United States,1998,0.002521937
United States,1999,0.002242333
United States,2000,0.002097258
United States,2001,0.002270727
United States,2002,0.002178819
United States,2003,0.002280484
United States,2004,0.002367234
United States,2005,0.002295498
United States,2006,0.002402493
United States,2007,0.002070706
United States,2008,0.002279031
United States,2009,0.002469506
United States,2010,0.002427808
United States,2011,0.002315107
United States,2012,0.002299333
United States,2013,0.002181222
United States,2014,0.002175852
United States,2015,0.002587968
United States,2016,0.002317801
United States,2017,0.002674387
United States,2018,0.002417775
United States,2019,0.002343581
United States,2020,0.003003697
United States,1998,0.002657375
United States,1999,0.002995213
United States,2000,0.003199875
United States,2001,0.003622243
United States,2002,0.003225846
United States,2003,0.003692755
United States,2004,0.003095195
United States,2005,0.003271764
United States,2006,0.003544288
United States,2007,0.003512003
United States,2008,0.003533754
United States,2009,0.003001899
United States,2010,0.002710115
United States,2011,0.002982987
United States,2012,0.002819901
United States,2013,0.002304653
United States,2014,0.003114742
United States,2015,0.002606443
United States,2016,0.002509108
United States,2017,0.002149836
United States,2018,0.002562169
United States,2019,0.001914715
United States,2020,0.003199104
United States,1998,0.002893016
United States,1999,0.002648643
United States,2000,0.002648786
United States,2001,0.002569451
United States,2002,0.002727585
United States,2003,0.002960661
United States,2004,0.00299137
United States,2005,0.002805891
United States,2006,0.002932578
United States,2007,0.002958031
United States,2008,0.003157694
United States,2009,0.003384537
United States,2010,0.003408372
United States,2011,0.00321393
United States,2012,0.003023041
United States,2013,0.002795763
United States,2014,0.00308814
United States,2015,0.003377915
United States,2016,0.003098734
United States,2017,0.00337157
United States,2018,0.003238358
United States,2019,0.003121265
United States,2020,0.003878592
